2022-10-08 20:52:17 - __main__     - Tweet 38 of 78 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:50:11 - __main__     - Tweet 6 of 87 posted: Why do I have Ain't No Mountain High Enough stuck in my head all of a sudden?
2022-10-13 17:50:11 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:37 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:37 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:38 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:38 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:38 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:38 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:51:39 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:39 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:39 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:39 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:40 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:40 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:40 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:40 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:41 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:41 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:41 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:41 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:51:42 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:42 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:51:43 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:43 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:43 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:43 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:44 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:44 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:44 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:44 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:51:45 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:45 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:45 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:45 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:51:46 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:46 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:46 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:46 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:47 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:47 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:47 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:47 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:48 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:48 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:51:48 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:48 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:51:49 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:49 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:49 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:49 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:50 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:50 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:50 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:50 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:51:51 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:51 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:51 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:51 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:52 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:52 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:52 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:52 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:53 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:53 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:53 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:53 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:54 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:54 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:54 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:54 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:51:55 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:55 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:51:55 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:55 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:51:56 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:51:56 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:52:16 - __main__     - Tweet 6 of 87 posted: Why do I have Hooked on a Feeling stuck in my head all of a sudden?
2022-10-13 17:52:16 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:52:17 - __main__     - Tweet 6 of 87 posted: Why do I have Dragostea Din Tei stuck in my head all of a sudden?
2022-10-13 17:52:17 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:19 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:19 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:52:20 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:20 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:52:23 - __main__     - Tweet 6 of 87 posted: Why do I have Hooked on a Feeling stuck in my head all of a sudden?
2022-10-13 17:52:23 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:52:24 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:24 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:52:25 - __main__     - Tweet 6 of 87 posted: Why do I have Dragostea Din Tei stuck in my head all of a sudden?
2022-10-13 17:52:25 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:52:27 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:27 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:29 - __main__     - Tweet 6 of 87 posted: Why do I have Ain't No Mountain High Enough stuck in my head all of a sudden?
2022-10-13 17:52:29 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:52:31 - __main__     - Tweet 6 of 87 posted: Why do I have Dragostea Din Tei stuck in my head all of a sudden?
2022-10-13 17:52:31 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:52:35 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:35 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:37 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:37 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:39 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:39 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:52:40 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:40 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:41 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:41 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:52:42 - __main__     - Tweet 6 of 87 posted: Why do I have Hooked on a Feeling stuck in my head all of a sudden?
2022-10-13 17:52:42 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:46 - __main__     - Tweet 6 of 87 posted: Why do I have Hard Rock Hellelujah stuck in my head all of a sudden?
2022-10-13 17:52:46 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:52:50 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:50 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:52:54 - __main__     - Tweet 6 of 87 posted: Why do I have Hooked on a Feeling stuck in my head all of a sudden?
2022-10-13 17:52:54 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:52:55 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:55 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:52:57 - __main__     - Tweet 6 of 87 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-13 17:52:57 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:52:58 - __main__     - Tweet 6 of 87 posted: Why do I have Ain't No Mountain High Enough stuck in my head all of a sudden?
2022-10-13 17:52:58 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-14 19:10:32 - __main__     - Tweet 49 of 90 posted: Chloë Grace Moretz voiced me well.
2022-10-14 19:10:38 - __main__     - Tweet 31 of 90 posted: That moment when you look at Karen Gillan and you feel the last vestiges of your heterosexuality disappearing. Yes. Mother noticed.
2022-10-14 19:10:40 - __main__     - Tweet 75 of 90 posted: I like Fridays too.
2022-10-14 19:10:43 - __main__     - Tweet 62 of 90 posted: I overheard someone saying that some company's headquarters was their version of hell. I can only assume they work in tech support, so it's fortunate I don't bother with printers. Sounds like more trouble than they're worth.
